1765	-1.0293	-0.0010	-0.1699
1787	-1.0303	0.0068	-0.1201
1804	-1.0283	0.0039	-0.1328
1824	-1.0264	0.0088	-0.1309
1844	-1.0283	0.0039	-0.1416
1867	-1.0273	0.0000	-0.1426
1887	-1.0283	0.0068	-0.1514
1904	-1.0273	0.0020	-0.1543
1924	-1.0244	0.0059	-0.1680
1945	-1.0293	-0.0020	-0.1807
1966	-1.0215	0.0088	-0.1865
1986	-1.0215	0.0088	-0.2119
2005	-1.0254	0.0010	-0.1885
2025	-1.0225	-0.0020	-0.2148
2046	-1.0215	0.0059	-0.2236
2066	-1.0107	0.0020	-0.2549
2086	-1.0176	0.0049	-0.2393
2104	-1.0205	0.0049	-0.2305
2125	-1.0098	0.0039	-0.2539
2146	-1.0127	0.0020	-0.2578
2165	-1.0107	-0.0059	-0.2539
2185	-1.0088	0.0020	-0.2676
2204	-1.0020	-0.0039	-0.2705
2224	-1.0059	0.0039	-0.2744
2244	-1.0020	0.0000	-0.2891
2265	-1.0010	0.0020	-0.2949
2285	-1.0029	0.0010	-0.3105
2303	-0.9980	0.0059	-0.3076
2324	-1.0010	-0.0010	-0.3086
2345	-0.9961	0.0068	-0.3271
2365	-0.9971	0.0068	-0.3242
2384	-0.9805	0.0029	-0.3428
2403	-0.9863	0.0049	-0.3555
2424	-0.9922	0.0059	-0.3564
2445	-0.9932	0.0059	-0.3633
2466	-0.9873	0.0049	-0.3584
2483	-0.9844	0.0029	-0.3682
2504	-0.9805	0.0107	-0.3711
2524	-0.9824	0.0059	-0.3750
2544	-0.9824	-0.0020	-0.3789
2565	-0.9824	-0.0049	-0.3906
2585	-0.9814	0.0000	-0.3906
2604	-0.9736	-0.0020	-0.4102
2624	-0.9736	0.0059	-0.4014
2644	-0.9678	0.0068	-0.4102
2665	-0.9727	0.0020	-0.4111
2684	-0.9707	-0.0029	-0.4033
2705	-0.9639	0.0068	-0.4316
2724	-0.9580	0.0010	-0.4531
2744	-0.9424	0.0039	-0.4795
2765	-0.9492	0.0059	-0.4590
2785	-0.9482	0.0039	-0.4541
2804	-0.9424	0.0049	-0.4688
2823	-0.9453	0.0020	-0.4678
2844	-0.9414	0.0059	-0.4805
2864	-0.9287	0.0059	-0.4863
2883	-0.9063	0.0000	-0.5371
2904	-0.8662	0.0049	-0.5762
2923	-0.8877	0.0088	-0.5547
2945	-0.9180	0.0029	-0.5352
2965	-0.8906	-0.0098	-0.5752
2985	-0.8691	0.0146	-0.6016
3004	-0.8945	0.0117	-0.5830
3023	-0.8301	0.0088	-0.6484
3045	-0.8389	0.0098	-0.6279
3064	-0.8281	0.0039	-0.6455
3084	-0.8320	0.0088	-0.6494
3104	-0.8184	0.0049	-0.6680
3123	-0.8164	0.0020	-0.6563
3144	-0.7939	0.0059	-0.6895
3165	-0.8096	0.0010	-0.6836
3186	-0.8057	0.0039	-0.6885
3204	-0.7852	0.0039	-0.7178
3224	-0.7939	0.0068	-0.6992
3244	-0.7412	0.0117	-0.7510
3265	-0.7813	0.0156	-0.7109
3283	-0.7861	0.0000	-0.7178
3304	-0.7646	-0.0068	-0.7373
3324	-0.7578	0.0078	-0.7461
3344	-0.7021	0.0107	-0.7861
3365	-0.7510	0.0068	-0.7529
3384	-0.7314	0.0098	-0.7695
3404	-0.7061	0.0166	-0.7852
3423	-0.6953	0.0059	-0.7988
3443	-0.6904	0.0127	-0.8027
3466	-0.6807	0.0010	-0.8076
3484	-0.6758	0.0078	-0.8008
3503	-0.6572	0.0049	-0.8145
3523	-0.6611	0.0088	-0.8154
3544	-0.6484	0.0088	-0.8320
3564	-0.6387	0.0107	-0.8340
3584	-0.6318	0.0059	-0.8457
3608	-0.6191	0.0059	-0.8438
3624	-0.6211	0.0078	-0.8506
3644	-0.6016	0.0000	-0.8604
3662	-0.5889	0.0117	-0.8652
3682	-0.5869	0.0029	-0.8770
3702	-0.6006	0.0029	-0.8652
3721	-0.5811	-0.0098	-0.8779
3741	-0.5518	-0.0107	-0.8916
3762	-0.5713	0.0225	-0.8867
3781	-0.5557	0.0205	-0.9072
3802	-0.5381	0.0039	-0.9131
3822	-0.5303	0.0029	-0.9131
3841	-0.5293	0.0117	-0.9141
3862	-0.5244	0.0068	-0.9199
3883	-0.4941	0.0020	-0.9287
3906	-0.5117	0.0068	-0.9199
3923	-0.4775	-0.0244	-0.9395
3944	-0.4805	0.0205	-0.9346
3963	-0.4941	0.0078	-0.9316
3983	-0.4668	0.0020	-0.9355
4004	-0.4424	-0.0137	-0.9541
4023	-0.4395	0.0010	-0.9521
4043	-0.4492	0.0166	-0.9463
4063	-0.4395	0.0225	-0.9619
4083	-0.4443	0.0107	-0.9580
4105	-0.3936	-0.0039	-0.9756
4123	-0.3916	0.0049	-0.9736
4143	-0.3916	-0.0010	-0.9727
4163	-0.3838	-0.0010	-0.9785
4183	-0.3779	0.0137	-0.9766
4204	-0.3467	0.0020	-0.9893
4223	-0.3584	0.0088	-0.9854
4244	-0.3398	0.0068	-0.9893
4263	-0.3369	0.0068	-0.9941
4283	-0.3252	0.0059	-0.9893
4305	-0.3193	0.0010	-0.9990
4323	-0.3105	0.0068	-0.9912
4343	-0.2969	0.0029	-1.0020
4363	-0.2910	0.0049	-1.0010
4383	-0.2920	0.0068	-1.0029
4406	-0.2637	-0.0059	-1.0029
4423	-0.2607	-0.0010	-1.0049
4444	-0.2715	0.0059	-1.0039
4463	-0.2549	0.0137	-1.0107
4483	-0.2471	0.0068	-1.0107
4505	-0.2393	0.0059	-1.0098
4523	-0.2510	0.0029	-1.0078
4543	-0.2568	0.0039	-1.0000
4565	-0.2422	0.0039	-1.0156
4583	-0.2285	0.0068	-1.0166
4603	-0.2324	0.0020	-1.0078
4623	-0.2148	0.0000	-1.0205
4644	-0.2207	0.0059	-1.0088
4663	-0.2148	0.0039	-1.0098
4683	-0.2188	0.0049	-1.0166
4703	-0.2178	0.0029	-1.0146
4723	-0.2041	0.0049	-1.0117
4743	-0.2217	0.0117	-1.0078
4764	-0.2578	-0.0117	-1.0107
4783	-0.1934	0.0049	-1.0117
4804	-0.1768	0.0049	-1.0215
4823	-0.1738	0.0098	-1.0244
4843	-0.2012	0.0107	-1.0205
4863	-0.1943	0.0000	-1.0176
4884	-0.1973	0.0010	-1.0127
4903	-0.1807	0.0088	-1.0166
4923	-0.1797	0.0088	-1.0205
4943	-0.1748	0.0107	-1.0195
4963	-0.1777	0.0039	-1.0195
4984	-0.1650	0.0068	-1.0234
5004	-0.1670	0.0078	-1.0186
5023	-0.1582	0.0088	-1.0244
5043	-0.1475	0.0029	-1.0225
5063	-0.1348	0.0244	-1.0381
5084	-0.1348	0.0127	-1.0264
5103	-0.1338	0.0049	-1.0283
5123	-0.1240	0.0078	-1.0264
5143	-0.1367	0.0088	-1.0244
5163	-0.1357	0.0078	-1.0166
5184	-0.1240	0.0078	-1.0332
5204	-0.1230	-0.0049	-1.0234
5223	-0.1211	0.0088	-1.0186
5243	-0.1113	0.0068	-1.0371
5263	-0.1064	0.0020	-1.0313
5284	-0.1045	0.0088	-1.0283
5303	-0.1084	0.0068	-1.0264
5323	-0.1182	0.0039	-1.0234
5343	-0.1025	0.0000	-1.0400
5363	-0.1045	0.0029	-1.0322
5383	-0.1016	0.0098	-1.0342
5404	-0.0869	0.0068	-1.0371
5423	-0.0957	0.0049	-1.0322
5443	-0.0908	0.0059	-1.0264
5463	-0.0820	0.0098	-1.0293
5483	-0.0811	0.0215	-1.0361
5504	-0.0635	0.0049	-1.0283
5523	-0.0527	-0.0059	-1.0303
5543	-0.0586	0.0107	-1.0273
5563	-0.0322	0.0107	-1.0078
5584	-0.0410	0.0088	-1.0371
5606	-0.0303	0.0117	-1.0244
5623	-0.0205	0.0088	-1.0186
5643	-0.0244	0.0107	-1.0244
5663	-0.0322	0.0078	-1.0205
5683	-0.0381	0.0156	-1.0332
5703	-0.0342	0.0059	-1.0264
5724	-0.0264	0.0117	-1.0293
5744	-0.0244	0.0078	-1.0313
5763	-0.0283	0.0088	-1.0264
5783	-0.0283	0.0146	-1.0381
5804	-0.0352	0.0020	-1.0293
5823	-0.0332	0.0000	-1.0254
5843	-0.0273	0.0068	-1.0234
5866	-0.0313	0.0098	-1.0303
5883	-0.0371	0.0049	-1.0313
5903	-0.0361	-0.0371	-1.0527
5923	-0.0195	0.0264	-1.0098
5943	-0.0186	-0.0137	-1.0420
5963	-0.0273	0.0371	-1.0303
5983	-0.0352	0.0146	-1.0410
6003	-0.0273	0.0068	-1.0469
6023	-0.0117	0.0088	-1.0313
6043	-0.0215	0.0088	-1.0342
6066	-0.0205	-0.0059	-1.0234
6083	-0.0127	-0.0088	-1.0234
6104	-0.0156	0.0469	-1.0342
6123	-0.0254	0.0107	-1.0264
6143	-0.0352	0.0166	-1.0342
6163	-0.0195	0.0107	-1.0234
6182	-0.0186	0.0049	-1.0234
6203	-0.0215	0.0078	-1.0254
6223	-0.0205	0.0166	-1.0283
6243	-0.0225	0.0098	-1.0322
6262	-0.0215	0.0166	-1.0283
6284	-0.0225	0.0146	-1.0264
6303	-0.0244	0.0127	-1.0273
6323	-0.0205	0.0088	-1.0254
6343	-0.0146	0.0166	-1.0313
6363	0.0068	0.0332	-1.0273
6383	-0.0303	0.0156	-1.0234
6404	-0.0615	-0.0293	-1.0293
6423	-0.0215	0.0059	-1.0244
6443	-0.0215	0.0137	-1.0273
6463	-0.0146	0.0156	-1.0283
6483	-0.0215	0.0137	-1.0264
6504	-0.0254	0.0088	-1.0264
6523	-0.0186	0.0117	-1.0313
6543	-0.0156	0.0078	-1.0264
6564	-0.0254	0.0088	-1.0293
6584	-0.0137	0.0107	-1.0273
6604	-0.0215	0.0088	-1.0244
6623	-0.0195	0.0088	-1.0273
6643	-0.0244	0.0117	-1.0264
6663	-0.0264	0.0078	-1.0342
6683	-0.0205	0.0117	-1.0215
6704	-0.0273	0.0098	-1.0322
6723	-0.0215	0.0068	-1.0283
6743	-0.0215	0.0107	-1.0264
6763	-0.0195	0.0059	-1.0254
6783	-0.0234	0.0127	-1.0254
6803	-0.0225	0.0088	-1.0313
6823	-0.0215	0.0049	-1.0215
6843	-0.0205	0.0068	-1.0293
6863	-0.0225	0.0146	-1.0293
6884	-0.0186	0.0117	-1.0322
6903	-0.0205	0.0078	-1.0283
6923	-0.0254	0.0000	-1.0254
6943	-0.0244	0.0146	-1.0254
6963	-0.0234	0.0117	-1.0264
6983	-0.0205	0.0117	-1.0273
7003	-0.0176	0.0068	-1.0273
7023	-0.0264	0.0068	-1.0283
7043	-0.0186	0.0098	-1.0283
7063	-0.0225	0.0117	-1.0313
7083	-0.0146	0.0156	-1.0283
7103	-0.0205	0.0078	-1.0244
7123	-0.0195	0.0088	-1.0264
7143	-0.0176	0.0146	-1.0273
7163	-0.0215	0.0107	-1.0264
7184	-0.0205	0.0137	-1.0254
7203	-0.0205	0.0098	-1.0313
7223	-0.0186	0.0107	-1.0264
7243	-0.0234	0.0078	-1.0264
7263	-0.0146	0.0078	-1.0254
7283	-0.0205	0.0127	-1.0264
7303	-0.0205	0.0059	-1.0293
7323	-0.0195	0.0156	-1.0322
7343	-0.0225	0.0117	-1.0244
7364	-0.0225	0.0127	-1.0273
7382	-0.0176	0.0117	-1.0273
7404	-0.0225	0.0088	-1.0322
7423	-0.0391	0.0117	-1.0283
7443	0.0068	-0.0020	-1.0195
7463	-0.0156	0.0156	-1.0273
7484	-0.0117	-0.0029	-1.0205
7504	-0.0313	0.0039	-1.0352
7523	-0.0225	0.0166	-1.0264
7543	-0.0176	0.0039	-1.0234
7564	-0.0098	0.0039	-1.0234
7583	-0.0264	0.0146	-1.0293
7603	-0.0234	0.0166	-1.0283
7622	-0.0156	0.0117	-1.0244
7642	-0.0137	0.0088	-1.0234
7662	-0.0225	0.0117	-1.0303
7682	-0.0293	0.0068	-1.0283
7703	-0.0205	0.0029	-1.0283
7723	-0.0127	0.0078	-1.0234
7742	-0.0068	0.0098	-1.0273
7762	-0.0244	0.0137	-1.0244
7782	-0.0205	0.0146	-1.0254
7803	-0.0254	0.0137	-1.0264
7822	-0.0127	0.0107	-1.0234
7842	-0.0215	0.0078	-1.0264
7862	-0.0303	0.0078	-1.0254
7884	-0.0205	0.0088	-1.0332
7904	-0.0166	0.0098	-1.0293
7923	-0.0244	0.0088	-1.0264
7943	-0.0195	0.0078	-1.0313
7963	-0.0146	0.0098	-1.0264
7983	-0.0215	0.0117	-1.0283
8004	-0.0215	0.0176	-1.0264
8023	-0.0166	0.0078	-1.0264
8047	-0.0176	0.0049	-1.0264
8064	-0.0146	0.0059	-1.0293
8083	-0.0215	0.0068	-1.0254
8104	-0.0215	0.0127	-1.0264
8123	-0.0254	0.0000	-1.0293
8143	-0.0264	0.0098	-1.0303
8163	-0.0137	0.0166	-1.0254
8183	-0.0195	0.0098	-1.0225
8204	-0.0156	0.0107	-1.0225
8223	-0.0215	0.0098	-1.0234
8243	-0.0215	0.0117	-1.0293
8263	-0.0215	0.0137	-1.0264
8283	-0.0234	0.0039	-1.0273
8304	-0.0176	0.0098	-1.0254
8323	-0.0244	0.0146	-1.0313
8343	-0.0195	0.0098	-1.0254
8363	-0.0166	0.0098	-1.0264
8383	-0.0156	0.0137	-1.0254
8404	-0.0205	0.0127	-1.0283
8423	-0.0273	0.0107	-1.0264
8443	-0.0225	0.0098	-1.0303
8463	-0.0205	0.0068	-1.0264
8484	-0.0205	0.0117	-1.0293
8504	-0.0215	0.0068	-1.0283
8523	-0.0195	0.0107	-1.0225
8543	-0.0186	0.0098	-1.0273
8563	-0.0215	0.0068	-1.0283
8583	-0.0156	0.0127	-1.0254
8604	-0.0244	0.0117	-1.0293
8623	-0.0205	0.0088	-1.0273
8643	-0.0146	0.0049	-1.0264
8663	-0.0205	0.0117	-1.0273
8683	-0.0205	0.0078	-1.0332
8706	-0.0313	0.0059	-1.0293
8723	-0.0176	0.0049	-1.0273
8743	-0.0166	0.0127	-1.0264
8763	-0.0234	0.0107	-1.0361
8783	-0.0244	0.0078	-1.0283
8805	-0.0254	0.0078	-1.0322
8823	-0.0176	0.0117	-1.0264
8843	-0.0137	0.0146	-1.0225
8863	-0.0244	0.0059	-1.0264
8883	-0.0205	0.0107	-1.0283
8905	-0.0205	0.0029	-1.0264
8923	-0.0225	0.0127	-1.0293
8943	-0.0244	0.0020	-1.0342
8963	-0.0186	0.0059	-1.0303
8983	-0.0176	0.0107	-1.0254
9004	-0.0176	0.0068	-1.0293
9024	-0.0215	0.0107	-1.0303
9047	-0.0176	0.0137	-1.0283
9068	-0.0205	0.0088	-1.0254
9084	-0.0225	0.0088	-1.0303
9105	-0.0215	0.0107	-1.0254
9123	-0.0166	0.0098	-1.0283
9144	-0.0186	0.0117	-1.0342
9163	-0.0225	0.0039	-1.0254
9183	-0.0146	0.0088	-1.0332
9204	-0.0186	0.0068	-1.0303
9223	-0.0215	0.0146	-1.0273
9243	-0.0205	0.0078	-1.0264
9263	-0.0225	0.0107	-1.0273
9282	-0.0186	0.0127	-1.0234
9303	-0.0225	0.0117	-1.0313
9323	-0.0195	0.0068	-1.0273
9343	-0.0254	0.0146	-1.0264
9363	-0.0195	0.0088	-1.0254
9383	-0.0234	0.0166	-1.0313
9404	-0.0156	0.0078	-1.0273
9423	-0.0215	0.0098	-1.0254
9443	-0.0166	0.0137	-1.0273
9463	-0.0176	0.0059	-1.0303
9483	-0.0225	0.0127	-1.0264
9504	-0.0186	0.0117	-1.0303
9523	-0.0176	0.0098	-1.0273
9543	-0.0156	0.0098	-1.0293
9563	-0.0176	0.0098	-1.0234
9582	-0.0186	0.0146	-1.0264
9603	-0.0195	0.0098	-1.0342
9624	-0.0215	0.0098	-1.0313
9643	-0.0176	0.0088	-1.0283
9663	-0.0176	0.0068	-1.0264
9683	-0.0186	0.0059	-1.0283
9704	-0.0166	0.0107	-1.0225
9723	-0.0225	0.0107	-1.0283
9743	-0.0205	0.0078	-1.0264
9763	-0.0264	0.0098	-1.0303
9783	-0.0195	0.0078	-1.0303
9804	-0.0225	0.0068	-0.9922
9823	-0.0078	0.0205	-1.0137
9844	-0.0156	0.0127	-1.0352
9862	-0.0303	-0.0107	-1.0313
9882	-0.0215	0.0088	-1.0234
9902	-0.0166	0.0166	-1.0225
9921	-0.0146	0.0166	-1.0273
9941	-0.0166	0.0029	-1.0303
9961	-0.0205	0.0088	-1.0293
9981	-0.0264	0.0098	-1.0225
10002	-0.0264	0.0127	-1.0264
10022	-0.0205	0.0098	-1.0264
10041	-0.0186	0.0068	-1.0273
10061	-0.0225	0.0117	-1.0264
10081	-0.0225	0.0107	-1.0244
10102	-0.0215	0.0156	-1.0234
10122	-0.0225	0.0059	-1.0313
10143	-0.0215	0.0137	-1.0283
10163	-0.0244	0.0117	-1.0273
10183	-0.0244	0.0117	-1.0234
10206	-0.0225	0.0098	-1.0283
10223	-0.0215	0.0127	-1.0273
10243	-0.0195	0.0078	-1.0264
10263	-0.0244	0.0078	-1.0283
10283	-0.0234	0.0059	-1.0264
10304	-0.0293	0.0049	-1.0273
10323	-0.0205	0.0068	-1.0264
10343	-0.0234	0.0068	-1.0283
10363	-0.0137	0.0078	-1.0254
10383	-0.0176	0.0156	-1.0293
10406	-0.0195	0.0107	-1.0254
10431	-0.0273	0.0098	-1.0449
10442	-0.0146	0.0146	-1.0127
10462	-0.0166	0.0049	-1.0195
