47	-0.0244
48	-0.0068
68	0.0068
87	0.0068
106	0.0195
128	0.0117
146	-0.0078
169	-0.0098
188	-0.0166
208	-0.0225
229	-0.0107
247	-0.0088
268	-0.0068
288	-0.0127
308	-0.0381
329	-0.0293
347	-0.0293
370	-0.0146
389	0.0068
408	-0.0117
430	-0.0088
448	0.0000
469	0.0205
488	0.0195
507	0.0244
529	0.0137
548	0.0098
569	0.0029
588	0.0117
609	0.0332
630	0.0215
648	-0.0049
670	-0.0283
689	-0.0205
709	-0.0117
730	-0.0195
749	-0.0176
770	-0.0127
789	-0.0078
808	-0.0029
830	0.0225
849	0.0293
870	0.0361
890	0.0332
908	0.0391
930	0.0400
949	0.0313
970	0.0371
989	0.0508
1009	0.0557
1029	0.0537
1048	0.0527
1070	0.0615
1090	0.0869
1109	0.0898
1130	0.0947
1148	0.1045
1169	0.1084
1188	0.0977
1209	0.1084
1228	0.1279
1247	0.1328
1269	0.1348
1288	0.1211
1309	0.1328
1328	0.1494
1350	0.1641
1370	0.1631
1389	0.1699
1409	0.1846
1430	0.2002
1447	0.1875
1469	0.1787
1489	0.2021
1508	0.2275
1530	0.2510
1548	0.2559
1569	0.2490
1588	0.2217
1608	0.2002
1630	0.1641
1648	0.1045
1668	0.0361
1688	-0.0576
1709	-0.1660
1730	-0.2070
1748	-0.2217
1770	-0.1523
1789	-0.0762
1808	-0.0664
1830	-0.1670
1848	-0.2129
1868	-0.2676
1888	-0.2539
1909	-0.1641
1930	-0.1084
1948	-0.0801
1970	-0.1191
1987	-0.1729
2008	-0.1875
2030	-0.1543
2049	-0.1045
2070	-0.1328
2087	-0.1621
2109	-0.1406
2128	-0.1084
2148	-0.0850
2170	-0.0928
2188	-0.1475
2209	-0.1514
2230	-0.1191
2247	-0.0703
2270	-0.0244
2288	-0.0156
2308	-0.0225
2330	-0.0059
2347	-0.0068
2370	-0.0146
2387	-0.0254
2410	-0.0342
2430	-0.0508
2450	-0.0508
2468	-0.0430
2488	-0.0186
2509	0.0010
2530	0.0098
2548	-0.0127
2570	-0.0293
2588	-0.0342
2609	-0.0361
2629	-0.0273
2648	-0.0186
2670	-0.0283
2688	-0.0381
2710	-0.0342
2728	-0.0234
2748	-0.0088
2770	-0.0088
2787	-0.0137
2809	-0.0127
2829	-0.0098
2849	-0.0195
2868	-0.0127
2887	-0.0156
2909	-0.0332
2929	-0.0254
2947	-0.0254
2970	-0.0303
2989	-0.0420
3010	-0.0283
3029	-0.0332
3048	-0.0156
3068	-0.0156
3087	-0.0186
3109	-0.0186
3129	-0.0391
3148	-0.0381
3170	-0.0313
3189	-0.0186
3209	-0.0176
3230	-0.0273
3250	-0.0205
3269	-0.0059
3287	0.0049
3309	-0.0010
3329	-0.0166
3349	-0.0342
3370	-0.0498
3389	-0.0439
3409	-0.0176
3430	-0.0225
3449	-0.0117
3470	0.0000
3489	0.0010
3509	0.0088
3529	0.0205
3548	0.0303
3569	0.0342
3587	0.0381
3609	0.0283
3628	0.0439
3648	0.0635
3668	0.0693
3688	0.0596
3709	0.0645
3729	0.0625
3748	0.0723
3768	0.1104
3788	0.1338
3809	0.1143
3830	0.1172
3849	0.1426
3870	0.1523
3887	0.1523
3909	0.1484
3929	0.1582
3947	0.1465
3968	0.1445
3989	0.1504
4009	0.1592
4030	0.1709
4051	0.1768
4071	0.1963
4090	0.2158
4110	0.2441
4130	0.2480
4151	0.2559
4171	0.2773
4190	0.2832
4209	0.2549
4230	0.2021
4250	0.1699
4271	0.1143
4290	0.0391
4311	0.0088
4331	0.0137
4350	0.0234
4371	-0.0059
4391	-0.1055
4410	-0.1504
4431	-0.1309
4450	-0.1191
4472	-0.1357
4490	-0.1777
4510	-0.2061
4531	-0.2393
4551	-0.2432
4572	-0.2070
4590	-0.1787
4611	-0.2227
4631	-0.2568
4650	-0.2910
4671	-0.2500
4690	-0.1611
4710	-0.1152
4731	-0.1084
4751	-0.1318
4772	-0.1436
4790	-0.1182
4810	-0.1064
4831	-0.1143
4851	-0.1436
4871	-0.1621
4891	-0.1475
4910	-0.1113
4931	-0.0859
4950	-0.0762
4972	-0.0762
4991	-0.0811
5010	-0.0918
5032	-0.0713
5051	-0.0596
5071	-0.0566
5089	-0.0684
5110	-0.0703
5132	-0.0605
5150	-0.0615
5171	-0.0713
5191	-0.0645
5211	-0.0469
5231	-0.0371
5251	-0.0400
5271	-0.0479
5290	-0.0586
5310	-0.0654
5331	-0.0410
5350	-0.0254
5372	-0.0420
5390	-0.0654
5409	-0.0557
5431	-0.0420
5450	-0.0537
5472	-0.0527
5491	-0.0264
5510	-0.0283
5530	-0.0293
5551	-0.0186
5571	0.0039
5590	0.0078
5610	-0.0078
5631	-0.0166
5651	-0.0059
5671	-0.0010
5691	-0.0088
5710	-0.0195
5731	-0.0303
5751	-0.0264
5772	-0.0283
5790	-0.0293
5809	-0.0127
5829	0.0010
5851	-0.0020
5871	0.0098
5889	0.0264
5910	0.0381
5931	0.0371
5949	0.0449
5972	0.0586
5989	0.0693
6009	0.0713
6031	0.0498
6051	0.0566
6072	0.0625
6091	0.0713
6110	0.0693
6131	0.0928
6151	0.1191
6171	0.1299
6190	0.1387
6210	0.1494
6230	0.1582
6250	0.1689
6271	0.1699
6290	0.1719
6310	0.1787
6331	0.1982
6350	0.2021
6371	0.1904
6390	0.1836
6410	0.1943
6431	0.2090
6450	0.2256
6471	0.2227
6491	0.2324
6511	0.2275
6531	0.2100
6551	0.2061
6571	0.2402
6590	0.2207
6610	0.1270
6635	-0.0039
6651	-0.0264
6672	-0.0186
6689	-0.0459
6709	-0.1289
6728	-0.2002
6748	-0.1738
6769	-0.1973
6788	-0.2227
6809	-0.2119
6829	-0.2070
6849	-0.2168
6870	-0.2393
6888	-0.2510
6908	-0.2939
6930	-0.3115
6948	-0.3262
6968	-0.3281
6987	-0.3281
7007	-0.3281
7029	-0.2998
7050	-0.2588
7068	-0.2314
7089	-0.2246
7107	-0.1924
7130	-0.1807
7150	-0.1787
7170	-0.1572
7187	-0.1406
7209	-0.1143
7230	-0.0967
7248	-0.0801
7270	-0.0801
7289	-0.1113
7309	-0.1162
7330	-0.1055
7348	-0.0977
7370	-0.0830
7388	-0.0801
7409	-0.0811
7432	-0.0742
7448	-0.0674
7470	-0.0342
7488	-0.0342
7509	-0.0293
7530	-0.0186
7549	-0.0273
7569	-0.0107
7587	-0.0176
7609	-0.0137
7630	-0.0225
7648	-0.0420
7670	-0.0332
7687	-0.0273
7709	-0.0176
7731	-0.0205
7748	-0.0264
7771	-0.0225
7788	-0.0215
7810	-0.0127
7831	-0.0029
7850	0.0078
7871	0.0039
7888	0.0039
7910	-0.0020
7931	0.0059
7948	-0.0029
7971	-0.0146
7988	-0.0166
8010	-0.0166
8031	-0.0166
8050	-0.0273
8068	-0.0303
8089	-0.0225
8110	-0.0049
8131	-0.0088
8150	-0.0049
8172	0.0078
8187	0.0107
8208	0.0068
8227	-0.0078
8247	-0.0117
8268	-0.0078
8288	-0.0029
